SNR,TEB_RZ,TEB_NRZ,TEB_NRZT
-60,0.49434943494349437,0.49054905490549056,0.4953495349534954
-55,0.49284928492849284,0.49274927492749276,0.4953495349534954
-50,0.48734873487348734,0.49214921492149216,0.5018501850185019
-45,0.49144914491449143,0.47844784478447844,0.48484848484848486
-40,0.47974797479747977,0.46644664466446645,0.47594759475947596
-35,0.46454645464546457,0.44684468446844683,0.45634563456345634
-30,0.43994399439943993,0.3945394539453945,0.41024102410241026
-32,0.46564656465646564,0.42814281428142814,0.41864186418641863
-30,0.44914491449144917,0.40514051405140517,0.40524052405240524
-28,0.4294429442944294,0.38693869386938695,0.39143914391439144
-26,0.41794179417941796,0.3412341234123412,0.36163616361636164
-24,0.3868386838683868,0.30343034303430344,0.3321332133213321
-22,0.34983498349834985,0.2743274327432743,0.2857285728572857
-20,0.32183218321832185,0.20882088208820881,0.24182418241824183
-19,0.3047304730473047,0.1855185518551855,0.21052105210521052
-18,0.29312931293129313,0.1617161716171617,0.19681968196819682
-17,0.2638263826382638,0.1342134213421342,0.17221722172217221
-16,0.2444244424442444,0.10611061106110611,0.15031503150315031
-15,0.20212021202120212,0.08660866086608661,0.11771177117711772
-14,0.1922192219221922,0.059905990599059905,0.0889088908890889
-13,0.1491149114911491,0.04040404040404041,0.0636063606360636
-12,0.13571357135713571,0.024402440244024402,0.0448044804480448
-11,0.10841084108410841,0.015101510151015102,0.031203120312031204
-10.0,0.08830883088308832,0.007500750075007501,0.020702070207020702
-9.5,0.07160716071607161,0.004800480048004801,0.0144014401440144
-9.0,0.050505050505050504,0.0024002400240024004,0.0097009700970097
-8.5,0.05520552055205521,0.0013001300130013002,0.008000800080008
-8.0,0.0369036903690369,0.0012001200120012002,0.0072007200720072
-7.5,0.027002700270027002,3.0003000300030005E-4,0.0034003400340034003
-7.0,0.023702370237023703,0.0,0.0027002700270027003
-6.5,0.0166016601660166,2.0002000200020003E-4,0.0031003100310031005
-6.0,0.013101310131013101,1.0001000100010001E-4,5.000500050005E-4
-5.5,0.0093009300930093,1.0001000100010001E-4,6.000600060006001E-4
-5.0,0.0054005400540054005,0.0,2.0002000200020003E-4
-4.5,0.0037003700370037006,0.0,2.0002000200020003E-4
-4.0,0.003000300030003,0.0,0.0
-3.5,9.000900090009E-4,0.0,0.0
-3.0,0.0013001300130013002,0.0,0.0
-2.7,9.000900090009E-4,0.0,0.0
-2.4,4.0004000400040005E-4,0.0,0.0
-2.1,0.0,0.0,0.0
-1.8,1.0001000100010001E-4,0.0,0.0
-1.5,0.0,0.0,0.0
-1.2,0.0,0.0,0.0
-0.9,1.0001000100010001E-4,0.0,0.0
-0.6,0.0,0.0,0.0
-0.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.9,0.0,0.0,0.0
1.2,0.0,0.0,0.0
1.5,0.0,0.0,0.0
1.8,0.0,0.0,0.0
2.1,0.0,0.0,0.0
2.4,0.0,0.0,0.0
2.7,0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.3,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.9,0.0,0.0,0.0
4.5,0.0,0.0,0.0
5.5,0.0,0.0,0.0
6.5,0.0,0.0,0.0
7.5,0.0,0.0,0.0
8.5,0.0,0.0,0.0
9.5,0.0,0.0,0.0
